review_id,customer_id,product_id,order_id,rating,review_text,review_date,sentiment_label,is_verified,helpful_votes
REV0000048,C05539,P02758,ORD0148137,2,Wrong size delivered. Very disappointed.,2023-10-05,Negative,True,112
REV0000049,C06115,P04359,ORD0039929,3,Okay for the price. Could be better.,2022-01-23,Neutral,True,93
REV0000050,C06226,P01801,ORD0020922,3,Okay for the price. Could be better.,2023-06-17,Neutral,True,39
REV0000051,C00149,P01601,ORD0032240,5,Loved the color and fabric. Will buy again.,2024-04-25,Positive,True,134
REV0000052,C03654,P04643,ORD0111108,3,Average quality. Nothing exceptional.,2022-03-14,Neutral,True,27
REV0000053,C02167,P02294,ORD0116776,5,"Excellent product, very happy with the quality!",2024-07-04,Positive,False,8
REV0000054,C06401,P02458,ORD0138396,5,Perfect for the occasion. Great value for money.,2024-09-25,Positive,True,72
REV0000055,C07699,P03639,ORD0047519,5,Perfect for the occasion. Great value for money.,2024-09-18,Positive,True,6
REV0000056,C03659,P01505,ORD0176975,4,Perfect for the occasion. Great value for money.,2022-07-29,Positive,True,39
REV0000057,C08759,P03918,ORD0049405,2,Wrong size delivered. Very disappointed.,2024-10-14,Negative,True,143
REV0000058,C02679,P00979,ORD0136518,5,Perfect for the occasion. Great value for money.,2023-02-10,Positive,True,70
REV0000059,C06075,P01229,ORD0188111,4,Perfect for the occasion. Great value for money.,2023-09-23,Positive,True,71
REV0000060,C07189,P03366,ORD0054741,5,Fast delivery and great fit. Highly recommend.,2022-06-16,Positive,True,11
REV0000061,C02620,P01873,ORD0108141,4,Fast delivery and great fit. Highly recommend.,2024-03-11,Positive,True,26
REV0000062,C02732,P03587,ORD0056283,4,Fast delivery and great fit. Highly recommend.,2022-10-05,Positive,True,125
REV0000063,C04866,P01780,ORD0087691,5,"Amazing product, exactly as described.",2022-11-21,Positive,False,46
REV0000064,C03159,P01679,ORD0113020,5,Loved the color and fabric. Will buy again.,2024-11-11,Positive,True,120
REV0000065,C07726,P00808,ORD0020190,1,Product quality is very poor. Not worth the price.,2024-06-12,Negative,True,91
REV0000066,C03940,P01505,ORD0068149,5,"Amazing product, exactly as described.",2024-12-12,Positive,True,8
REV0000067,C07518,P02396,ORD0099917,4,"Amazing product, exactly as described.",2024-03-10,Positive,True,10
REV0000068,C08843,P02216,ORD0146297,5,Perfect for the occasion. Great value for money.,2022-11-12,Positive,True,142
REV0000069,C01001,P02653,ORD0000091,4,Loved the color and fabric. Will buy again.,2022-11-16,Positive,True,82
REV0000070,C05360,P02537,ORD0095145,4,"Amazing product, exactly as described.",2024-04-30,Positive,True,56
REV0000071,C07666,P02807,ORD0134428,3,Material is fine but delivery was slow.,2023-05-24,Neutral,True,123
REV0000072,C06766,P04879,ORD0106691,4,Perfect for the occasion. Great value for money.,2022-10-16,Positive,True,115
REV0000073,C03258,P00961,ORD0122516,3,Average quality. Nothing exceptional.,2022-02-18,Neutral,True,80
REV0000074,C07549,P01560,ORD0055768,5,"Amazing product, exactly as described.",2024-04-08,Positive,True,42
REV0000075,C01359,P02308,ORD0022787,1,The stitching came off after one wash.,2023-01-15,Negative,False,113
REV0000076,C07184,P04840,ORD0160262,5,Fast delivery and great fit. Highly recommend.,2023-05-30,Positive,True,106
REV0000077,C02719,P01930,ORD0069121,4,"Amazing product, exactly as described.",2023-04-29,Positive,True,109
REV0000078,C05158,P01700,ORD0071649,5,Perfect for the occasion. Great value for money.,2024-03-08,Positive,True,42
REV0000079,C05928,P01582,ORD0051896,5,Loved the color and fabric. Will buy again.,2022-08-20,Positive,True,68
REV0000080,C05744,P04534,ORD0085464,4,"Excellent product, very happy with the quality!",2022-04-25,Positive,True,69
REV0000081,C00104,P00588,ORD0183641,4,"Amazing product, exactly as described.",2023-07-14,Positive,True,29
REV0000082,C09028,P00576,ORD0004738,1,Color faded after first wash. Not as shown in picture.,2024-11-02,Negative,False,37
REV0000083,C05581,P03324,ORD0137189,1,Product quality is very poor. Not worth the price.,2022-10-24,Negative,True,9
REV0000084,C02698,P01324,ORD0191217,3,Decent product. Meets basic expectations.,2022-02-14,Neutral,True,110
REV0000085,C05049,P01092,ORD0172650,4,Perfect for the occasion. Great value for money.,2022-03-03,Positive,True,101
REV0000086,C00366,P04548,ORD0012786,5,"Amazing product, exactly as described.",2022-10-08,Positive,True,84
REV0000087,C02708,P03399,ORD0084302,5,"Amazing product, exactly as described.",2023-06-01,Positive,True,41
REV0000088,C02568,P00270,ORD0031557,4,"Excellent product, very happy with the quality!",2023-09-06,Positive,True,109
REV0000089,C09719,P01873,ORD0145291,3,Material is fine but delivery was slow.,2023-06-16,Neutral,True,34
REV0000090,C00671,P01548,ORD0132804,4,Fast delivery and great fit. Highly recommend.,2023-10-22,Positive,True,92
REV0000091,C05889,P02916,ORD0190014,3,Okay for the price. Could be better.,2023-01-18,Neutral,True,94
REV0000092,C01805,P01809,ORD0153067,5,"Amazing product, exactly as described.",2022-03-08,Positive,False,121
REV0000093,C08595,P04095,ORD0127013,5,Fast delivery and great fit. Highly recommend.,2024-06-15,Positive,True,45
REV0000094,C00896,P00252,ORD0082797,4,"Excellent product, very happy with the quality!",2022-06-24,Positive,True,6
REV0000095,C08068,P03085,ORD0162323,5,Fast delivery and great fit. Highly recommend.,2024-09-23,Positive,True,51
REV0000096,C01663,P02427,ORD0093856,2,Product quality is very poor. Not worth the price.,2022-08-09,Negative,True,91
REV0000097,C04882,P00061,ORD0065939,5,"Excellent product, very happy with the quality!",2023-01-29,Positive,True,16
REV0000098,C04060,P00574,ORD0160334,5,Loved the color and fabric. Will buy again.,2024-03-28,Positive,True,142
REV0000099,C04907,P03340,ORD0076981,4,Fast delivery and great fit. Highly recommend.,2022-01-11,Positive,True,93
REV0000100,C03986,P00859,ORD0150646,5,Loved the color and fabric. Will buy again.,2022-10-31,Positive,True,118
REV0000101,C04529,P04616,ORD0139145,3,Okay for the price. Could be better.,2022-12-31,Neutral,True,59
REV0000102,C00294,P04888,ORD0115795,4,Fast delivery and great fit. Highly recommend.,2024-09-28,Positive,True,25
REV0000103,C09623,P01389,ORD0011376,4,"Amazing product, exactly as described.",2023-01-22,Positive,True,54
REV0000104,C00926,P01967,ORD0127069,5,Fast delivery and great fit. Highly recommend.,2024-12-21,Positive,True,32
REV0000105,C06022,P01479,ORD0139596,4,Fast delivery and great fit. Highly recommend.,2023-10-01,Positive,True,43
REV0000106,C01966,P01691,ORD0162920,2,The stitching came off after one wash.,2023-06-04,Negative,True,77
REV0000107,C01613,P00732,ORD0122172,4,"Amazing product, exactly as described.",2022-09-20,Positive,True,25
REV0000108,C05786,P01049,ORD0119599,4,Loved the color and fabric. Will buy again.,2023-06-23,Positive,True,44
REV0000109,C02623,P01657,ORD0163823,1,The stitching came off after one wash.,2024-04-15,Negative,True,121
REV0000110,C08127,P01349,ORD0090945,4,"Excellent product, very happy with the quality!",2022-11-12,Positive,True,42
REV0000111,C04343,P00522,ORD0031465,4,Fast delivery and great fit. Highly recommend.,2022-06-11,Positive,False,24
REV0000112,C02450,P02228,ORD0111787,2,Received a damaged product. Requesting refund.,2023-08-07,Negative,True,90
REV0000113,C09375,P02425,ORD0056315,3,Okay for the price. Could be better.,2022-11-03,Neutral,True,24
REV0000114,C04491,P00634,ORD0175574,4,"Excellent product, very happy with the quality!",2023-03-13,Positive,True,131
REV0000115,C02221,P03570,ORD0043899,5,Loved the color and fabric. Will buy again.,2023-05-28,Positive,True,63
REV0000116,C04035,P01590,ORD0115032,2,Product quality is very poor. Not worth the price.,2024-12-08,Negative,True,37
REV0000117,C00070,P02117,ORD0159904,4,"Amazing product, exactly as described.",2022-02-17,Positive,True,120
REV0000118,C04662,P01759,ORD0171028,1,The stitching came off after one wash.,2022-08-17,Negative,True,13
REV0000119,C03294,P03145,ORD0163415,4,Loved the color and fabric. Will buy again.,2024-10-14,Positive,False,42
REV0000120,C03447,P01281,ORD0110075,3,Okay for the price. Could be better.,2024-07-12,Neutral,True,50
REV0000121,C05441,P02198,ORD0181037,2,Color faded after first wash. Not as shown in picture.,2023-05-17,Negative,True,143
REV0000122,C01677,P02589,ORD0045074,5,Loved the color and fabric. Will buy again.,2023-04-28,Positive,True,11
REV0000123,C04290,P04308,ORD0089943,4,"Excellent product, very happy with the quality!",2024-04-20,Positive,True,124
REV0000124,C02851,P02628,ORD0029329,4,Perfect for the occasion. Great value for money.,2022-05-05,Positive,True,97
REV0000125,C08517,P01551,ORD0075528,5,Loved the color and fabric. Will buy again.,2023-04-26,Positive,True,116
REV0000126,C05853,P03396,ORD0129290,2,Received a damaged product. Requesting refund.,2024-05-18,Negative,True,76
REV0000127,C00668,P01977,ORD0068507,3,Average quality. Nothing exceptional.,2023-09-06,Neutral,True,4
REV0000128,C07811,P01797,ORD0047568,5,Perfect for the occasion. Great value for money.,2024-11-26,Positive,True,65
REV0000129,C08645,P01115,ORD0177250,4,"Excellent product, very happy with the quality!",2024-06-05,Positive,True,104
REV0000130,C01078,P04682,ORD0095547,5,"Excellent product, very happy with the quality!",2022-04-02,Positive,False,144
REV0000131,C02110,P04237,ORD0088849,2,Wrong size delivered. Very disappointed.,2023-06-04,Negative,True,115
REV0000132,C03367,P04626,ORD0042335,5,Fast delivery and great fit. Highly recommend.,2023-07-11,Positive,True,96
REV0000133,C04470,P02754,ORD0114496,5,Loved the color and fabric. Will buy again.,2022-12-14,Positive,True,142
REV0000134,C00426,P04912,ORD0032810,5,Loved the color and fabric. Will buy again.,2024-11-13,Positive,True,136
REV0000135,C06060,P01002,ORD0128691,4,"Amazing product, exactly as described.",2023-02-07,Positive,True,80
REV0000136,C03908,P03175,ORD0049008,4,"Excellent product, very happy with the quality!",2024-06-03,Positive,True,106
REV0000137,C05610,P03618,ORD0192843,5,"Excellent product, very happy with the quality!",2022-09-06,Positive,True,49
REV0000138,C03521,P04933,ORD0169265,2,The stitching came off after one wash.,2022-11-19,Negative,True,39
REV0000139,C00627,P02517,ORD0148077,2,Wrong size delivered. Very disappointed.,2023-07-21,Negative,True,41
REV0000140,C03500,P03673,ORD0126594,4,Fast delivery and great fit. Highly recommend.,2023-04-07,Positive,False,61
REV0000141,C00453,P03624,ORD0141603,5,"Amazing product, exactly as described.",2024-05-10,Positive,True,77
REV0000142,C05551,P03696,ORD0059635,5,Fast delivery and great fit. Highly recommend.,2024-07-13,Positive,True,3
REV0000143,C00126,P01578,ORD0160674,4,Fast delivery and great fit. Highly recommend.,2023-10-25,Positive,True,58
REV0000144,C03351,P02355,ORD0128708,5,"Excellent product, very happy with the quality!",2023-01-05,Positive,False,126
REV0000145,C07137,P03993,ORD0136293,5,Loved the color and fabric. Will buy again.,2023-04-26,Positive,True,34
REV0000146,C06460,P04575,ORD0074363,5,"Amazing product, exactly as described.",2022-12-20,Positive,True,98
REV0000147,C00348,P03156,ORD0013950,5,Perfect for the occasion. Great value for money.,2022-01-07,Positive,True,24
REV0000148,C00967,P02868,ORD0186149,5,Fast delivery and great fit. Highly recommend.,2023-12-15,Positive,True,33
REV0000149,C02246,P03882,ORD0179560,5,Loved the color and fabric. Will buy again.,2023-10-15,Positive,True,12
REV0000150,C00555,P04167,ORD0110850,5,Loved the color and fabric. Will buy again.,2022-09-09,Positive,False,10
REV0000151,C08211,P03073,ORD0142650,4,"Excellent product, very happy with the quality!",2024-08-21,Positive,True,62
REV0000152,C08656,P03446,ORD0015718,4,"Amazing product, exactly as described.",2024-02-26,Positive,True,126
REV0000153,C03988,P04345,ORD0012317,4,"Amazing product, exactly as described.",2023-12-11,Positive,True,118
REV0000154,C01567,P01629,ORD0073108,5,"Amazing product, exactly as described.",2024-04-08,Positive,False,59
REV0000155,C02568,P00596,ORD0158872,5,Perfect for the occasion. Great value for money.,2024-08-24,Positive,True,30
REV0000156,C04001,P03105,ORD0064853,5,Loved the color and fabric. Will buy again.,2022-11-26,Positive,False,131
REV0000157,C09133,P04373,ORD0148721,1,Product quality is very poor. Not worth the price.,2023-12-14,Negative,False,42
REV0000158,C06141,P00906,ORD0063493,5,"Excellent product, very happy with the quality!",2022-08-23,Positive,True,38
REV0000159,C02008,P02304,ORD0043105,3,Okay for the price. Could be better.,2024-08-26,Neutral,True,18
REV0000160,C04492,P00739,ORD0045325,5,"Excellent product, very happy with the quality!",2022-01-17,Positive,True,26
REV0000161,C04564,P01273,ORD0078138,5,"Excellent product, very happy with the quality!",2022-09-03,Positive,False,120
REV0000162,C06383,P04499,ORD0051407,3,Decent product. Meets basic expectations.,2023-06-06,Neutral,False,130
REV0000163,C04059,P00522,ORD0055260,4,Loved the color and fabric. Will buy again.,2024-07-26,Positive,True,120
REV0000164,C01464,P02424,ORD0095781,4,Loved the color and fabric. Will buy again.,2023-11-14,Positive,True,3
REV0000165,C00671,P01676,ORD0096236,5,"Amazing product, exactly as described.",2022-07-25,Positive,True,71
REV0000166,C00896,P00575,ORD0009156,4,"Amazing product, exactly as described.",2023-08-19,Positive,True,89
REV0000167,C06176,P01896,ORD0049253,4,"Amazing product, exactly as described.",2022-09-18,Positive,True,57
REV0000168,C03634,P03830,ORD0129103,5,Fast delivery and great fit. Highly recommend.,2023-11-19,Positive,True,124
REV0000169,C02695,P02716,ORD0115276,5,Fast delivery and great fit. Highly recommend.,2024-01-22,Positive,True,111
REV0000170,C06065,P00867,ORD0015143,4,Fast delivery and great fit. Highly recommend.,2024-12-09,Positive,False,96
REV0000171,C08817,P04168,ORD0001675,5,Perfect for the occasion. Great value for money.,2023-01-15,Positive,False,141
REV0000172,C09509,P02210,ORD0125504,3,Okay for the price. Could be better.,2024-10-25,Neutral,True,87
REV0000173,C03703,P00698,ORD0070652,2,Product quality is very poor. Not worth the price.,2023-12-30,Negative,False,73
REV0000174,C07681,P04833,ORD0157699,3,Average quality. Nothing exceptional.,2024-12-06,Neutral,False,81
REV0000175,C06033,P02462,ORD0150625,3,Material is fine but delivery was slow.,2024-12-29,Neutral,True,62
REV0000176,C01973,P00040,ORD0056666,5,"Excellent product, very happy with the quality!",2023-09-15,Positive,True,14
REV0000177,C04211,P03713,ORD0150827,4,Fast delivery and great fit. Highly recommend.,2024-03-14,Positive,True,129
REV0000178,C04920,P01961,ORD0017731,4,Fast delivery and great fit. Highly recommend.,2022-01-29,Positive,True,90
REV0000179,C06193,P04173,ORD0110179,2,The stitching came off after one wash.,2022-12-26,Negative,True,12
REV0000180,C04789,P03139,ORD0071902,3,Material is fine but delivery was slow.,2024-02-22,Neutral,True,90
REV0000181,C01642,P02584,ORD0168609,4,Loved the color and fabric. Will buy again.,2022-09-19,Positive,True,14
REV0000182,C08391,P04362,ORD0166608,5,Perfect for the occasion. Great value for money.,2022-09-02,Positive,True,14
REV0000183,C03293,P03017,ORD0121387,4,Perfect for the occasion. Great value for money.,2022-04-24,Positive,True,81
REV0000184,C05480,P02424,ORD0033656,5,"Amazing product, exactly as described.",2022-12-27,Positive,True,145
REV0000185,C06705,P01754,ORD0059906,3,Material is fine but delivery was slow.,2023-11-13,Neutral,True,129
REV0000186,C00561,P04817,ORD0131934,5,Loved the color and fabric. Will buy again.,2024-01-03,Positive,False,144
REV0000187,C02029,P03532,ORD0156570,4,Fast delivery and great fit. Highly recommend.,2022-02-01,Positive,False,77
REV0000188,C01078,P00651,ORD0012115,2,The stitching came off after one wash.,2024-02-09,Negative,True,23
REV0000189,C03966,P00040,ORD0092735,3,Average quality. Nothing exceptional.,2022-01-16,Neutral,True,90
REV0000190,C02605,P01206,ORD0046196,3,Okay for the price. Could be better.,2024-11-05,Neutral,True,98
REV0000191,C04534,P02001,ORD0082613,4,Fast delivery and great fit. Highly recommend.,2024-04-23,Positive,True,11
REV0000192,C03952,P00670,ORD0153482,4,Fast delivery and great fit. Highly recommend.,2024-11-11,Positive,True,129
REV0000193,C03302,P02746,ORD0046538,5,"Amazing product, exactly as described.",2023-06-19,Positive,False,11
REV0000194,C04978,P00684,ORD0079953,5,Loved the color and fabric. Will buy again.,2023-09-30,Positive,True,20
REV0000195,C03929,P01005,ORD0024870,5,Loved the color and fabric. Will buy again.,2022-10-22,Positive,False,31
REV0000196,C09923,P00414,ORD0187373,3,Decent product. Meets basic expectations.,2024-04-05,Neutral,True,105
REV0000197,C06707,P04760,ORD0197429,5,Fast delivery and great fit. Highly recommend.,2024-08-28,Positive,True,109
REV0000198,C02767,P03254,ORD0009918,3,Okay for the price. Could be better.,2023-06-17,Neutral,True,39
REV0000199,C01098,P02301,ORD0091417,5,Perfect for the occasion. Great value for money.,2023-01-28,Positive,True,88
REV0000200,C03683,P00859,ORD0126775,3,Okay for the price. Could be better.,2024-09-10,Neutral,True,13
REV0000201,C04277,P02454,ORD0191037,5,"Excellent product, very happy with the quality!",2024-02-11,Positive,True,142
REV0000202,C00347,P04083,ORD0055030,1,Color faded after first wash. Not as shown in picture.,2023-05-27,Negative,True,150
REV0000203,C01398,P04116,ORD0045308,5,"Amazing product, exactly as described.",2024-01-22,Positive,True,55
REV0000204,C08150,P02569,ORD0042572,4,Fast delivery and great fit. Highly recommend.,2024-04-30,Positive,True,96
REV0000205,C08107,P03574,ORD0078636,3,Decent product. Meets basic expectations.,2024-07-10,Neutral,True,62
REV0000206,C02009,P02964,ORD0172687,4,Perfect for the occasion. Great value for money.,2023-11-21,Positive,True,1
REV0000207,C06622,P04884,ORD0161052,1,Color faded after first wash. Not as shown in picture.,2022-10-05,Negative,True,144
REV0000208,C04481,P04618,ORD0105024,5,Loved the color and fabric. Will buy again.,2024-12-04,Positive,True,120
REV0000209,C00506,P01702,ORD0035171,3,Material is fine but delivery was slow.,2022-05-17,Neutral,True,115
REV0000210,C08348,P03226,ORD0040665,5,Perfect for the occasion. Great value for money.,2022-08-18,Positive,True,72
REV0000211,C03045,P00245,ORD0045934,4,Loved the color and fabric. Will buy again.,2023-01-11,Positive,False,76
REV0000212,C04638,P03918,ORD0003094,4,Perfect for the occasion. Great value for money.,2022-10-25,Positive,True,25
REV0000213,C00973,P04208,ORD0067937,5,Perfect for the occasion. Great value for money.,2024-06-30,Positive,False,104
REV0000214,C04974,P04679,ORD0183940,4,Loved the color and fabric. Will buy again.,2024-01-06,Positive,True,144
REV0000215,C03394,P03137,ORD0186910,5,"Excellent product, very happy with the quality!",2023-03-16,Positive,False,106
REV0000216,C07984,P00516,ORD0067099,5,Fast delivery and great fit. Highly recommend.,2022-05-11,Positive,False,113
REV0000217,C07773,P03342,ORD0109053,5,Loved the color and fabric. Will buy again.,2024-06-13,Positive,True,91
REV0000218,C02694,P04425,ORD0164584,4,Fast delivery and great fit. Highly recommend.,2022-03-28,Positive,True,80
REV0000219,C00117,P00935,ORD0115425,5,"Amazing product, exactly as described.",2024-10-05,Positive,True,148
REV0000220,C02218,P03331,ORD0192862,5,"Amazing product, exactly as described.",2022-09-28,Positive,False,122
REV0000221,C02843,P04887,ORD0066824,4,"Excellent product, very happy with the quality!",2024-05-09,Positive,True,34
REV0000222,C03722,P04170,ORD0097669,4,Fast delivery and great fit. Highly recommend.,2022-07-04,Positive,True,131
REV0000223,C09951,P00890,ORD0051274,3,Decent product. Meets basic expectations.,2023-02-08,Neutral,False,43
REV0000224,C08823,P03258,ORD0168313,4,Loved the color and fabric. Will buy again.,2024-08-27,Positive,True,125
REV0000225,C07263,P02400,ORD0073096,3,Okay for the price. Could be better.,2022-05-27,Neutral,True,95
REV0000226,C00392,P01559,ORD0166748,1,Color faded after first wash. Not as shown in picture.,2024-06-13,Negative,True,50
REV0000227,C09365,P00046,ORD0040788,4,"Excellent product, very happy with the quality!",2024-10-16,Positive,True,21
REV0000228,C03592,P03978,ORD0003133,5,"Excellent product, very happy with the quality!",2022-10-08,Positive,False,76
REV0000229,C05071,P02096,ORD0049827,5,"Excellent product, very happy with the quality!",2024-03-09,Positive,True,113
REV0000230,C05257,P00175,ORD0024796,4,Perfect for the occasion. Great value for money.,2024-03-08,Positive,False,127
REV0000231,C01719,P01772,ORD0100027,5,"Amazing product, exactly as described.",2023-10-05,Positive,False,39
REV0000232,C09044,P00326,ORD0166997,5,Perfect for the occasion. Great value for money.,2022-01-12,Positive,True,138
REV0000233,C02527,P02304,ORD0148910,4,Loved the color and fabric. Will buy again.,2024-02-04,Positive,True,4
REV0000234,C05358,P00151,ORD0136226,4,"Amazing product, exactly as described.",2024-06-25,Positive,False,77
REV0000235,C02042,P04201,ORD0165618,4,Perfect for the occasion. Great value for money.,2024-11-06,Positive,True,149
REV0000236,C02347,P04883,ORD0055715,1,Color faded after first wash. Not as shown in picture.,2023-02-05,Negative,False,134
REV0000237,C04451,P04951,ORD0118948,5,Perfect for the occasion. Great value for money.,2023-04-08,Positive,True,56
REV0000238,C03982,P03871,ORD0199959,5,Loved the color and fabric. Will buy again.,2022-07-13,Positive,True,8
REV0000239,C07145,P00902,ORD0098659,4,"Amazing product, exactly as described.",2023-01-06,Positive,True,62
REV0000240,C07066,P01855,ORD0152455,2,Received a damaged product. Requesting refund.,2023-08-13,Negative,True,104
REV0000241,C06567,P04289,ORD0065988,5,Perfect for the occasion. Great value for money.,2023-12-08,Positive,True,85
REV0000242,C03139,P03012,ORD0188088,5,Perfect for the occasion. Great value for money.,2022-03-22,Positive,False,125
REV0000243,C08082,P04314,ORD0173383,5,"Excellent product, very happy with the quality!",2023-02-27,Positive,True,65
REV0000244,C06957,P01325,ORD0129989,5,Fast delivery and great fit. Highly recommend.,2023-03-06,Positive,True,3
REV0000245,C05384,P04000,ORD0132404,4,Loved the color and fabric. Will buy again.,2022-11-23,Positive,True,50
REV0000246,C09936,P04089,ORD0051436,3,Okay for the price. Could be better.,2023-11-14,Neutral,False,126
REV0000247,C07674,P03363,ORD0009597,1,Color faded after first wash. Not as shown in picture.,2024-11-26,Negative,True,75
REV0000248,C07448,P01244,ORD0106112,3,Okay for the price. Could be better.,2023-06-24,Neutral,True,53
REV0000249,C02609,P00216,ORD0133263,4,Loved the color and fabric. Will buy again.,2024-03-22,Positive,True,51
REV0000250,C04329,P02515,ORD0126204,4,"Excellent product, very happy with the quality!",2024-02-15,Positive,True,109
REV0000251,C05153,P04732,ORD0013768,3,Decent product. Meets basic expectations.,2024-09-23,Neutral,True,51
REV0000252,C07979,P03540,ORD0147979,4,"Amazing product, exactly as described.",2022-01-22,Positive,False,13
REV0000253,C02776,P00453,ORD0079150,5,Perfect for the occasion. Great value for money.,2024-04-20,Positive,True,125
REV0000254,C04081,P03840,ORD0133216,5,Perfect for the occasion. Great value for money.,2022-08-03,Positive,True,46
REV0000255,C09617,P03182,ORD0109783,4,Loved the color and fabric. Will buy again.,2023-09-30,Positive,True,70
REV0000256,C00136,P01134,ORD0035799,5,"Amazing product, exactly as described.",2023-10-11,Positive,True,16
