comp_price_id,product_id,competitor_name,price,scraped_date,in_stock,source_url
CP0000038,P00967,Amazon Fashion,5549.99,2023-07-16,True,https://issac.net/
CP0000039,P01767,Amazon Fashion,129.23,2024-02-03,True,http://www.sankaran-lal.net/
CP0000040,P01302,Amazon Fashion,5910.31,2024-05-05,True,http://www.chandran-dube.org/
CP0000041,P01557,Ajio,1195.82,2022-11-12,True,https://www.kulkarni-keer.com/
CP0000042,P00920,Snapdeal Fashion,1498.58,2024-06-14,False,http://www.munshi-ramesh.com/
CP0000043,P03087,Myntra,1575.92,2023-01-22,True,http://www.balasubramanian.com/
CP0000044,P01206,Nykaa Fashion,1392.51,2023-09-09,True,https://bobal.net/
CP0000045,P03468,Myntra,2355.13,2024-11-06,True,https://www.kamdar.info/
CP0000046,P01176,Myntra,6063.37,2024-06-20,False,https://www.kari.org/
CP0000047,P03595,Ajio,9340.56,2022-03-30,True,https://choudhary.info/
CP0000048,P04652,Snapdeal Fashion,2581.1,2022-09-03,True,http://devan.com/
CP0000049,P04398,Amazon Fashion,1467.5,2023-03-10,True,http://www.vora.info/
CP0000050,P01957,Myntra,677.05,2024-10-02,True,https://aurora.com/
CP0000051,P00096,Nykaa Fashion,5660.16,2023-04-27,True,http://sarma.com/
CP0000052,P02180,Amazon Fashion,2025.99,2022-07-26,True,http://andra.com/
CP0000053,P04818,Meesho,599.82,2023-01-01,True,https://www.oza-goda.com/
CP0000054,P00703,Myntra,5462.92,2022-10-12,True,http://www.dasgupta-mallick.biz/
CP0000055,P03550,Snapdeal Fashion,2924.4,2022-04-29,False,https://dalal-gill.org/
CP0000056,P02638,Snapdeal Fashion,8513.95,2024-06-23,True,http://www.dhaliwal.com/
CP0000057,P04948,Meesho,1119.69,2024-10-06,True,https://www.shan.net/
CP0000058,P03217,Myntra,13633.49,2022-05-04,True,http://www.barad.biz/
CP0000059,P03165,Ajio,542.44,2024-03-17,False,https://peri.biz/
CP0000060,P01944,Snapdeal Fashion,3532.89,2022-06-02,True,https://mishra.info/
CP0000061,P01975,Meesho,374.66,2024-04-25,True,http://www.sachdeva-basak.com/
CP0000062,P03055,Ajio,2734.04,2024-02-03,True,http://www.viswanathan.com/
CP0000063,P01696,Amazon Fashion,170.86,2024-01-03,True,https://date.biz/
CP0000064,P02152,Ajio,3965.39,2022-07-10,True,http://www.ramachandran.biz/
CP0000065,P01973,Ajio,1035.65,2024-09-07,True,http://www.suri.com/
CP0000066,P04688,Myntra,1376.79,2024-07-16,True,http://malhotra.info/
CP0000067,P04325,Nykaa Fashion,2065.68,2023-01-14,True,https://www.master.org/
CP0000068,P04337,Nykaa Fashion,2217.2,2023-03-20,True,http://rau.com/
CP0000069,P00851,Myntra,352.86,2023-03-11,False,http://www.manda.com/
CP0000070,P02081,Snapdeal Fashion,1568.62,2023-01-20,True,http://puri-jaggi.com/
CP0000071,P04841,Ajio,8004.1,2024-08-03,True,https://www.sastry.net/
CP0000072,P02606,Nykaa Fashion,1170.19,2024-03-11,False,https://bhatti-gole.com/
CP0000073,P02712,Myntra,9810.6,2023-11-29,True,https://wason.info/
CP0000074,P00506,Flipkart Fashion,5632.55,2023-11-06,True,https://pant.com/
CP0000075,P00299,Amazon Fashion,814.31,2024-03-21,True,https://bal.net/
CP0000076,P04242,Myntra,5775.1,2024-12-31,True,http://www.bora.com/
CP0000077,P00286,Snapdeal Fashion,2131.81,2022-07-06,False,http://www.nadkarni.com/
CP0000078,P00145,Meesho,3297.45,2023-12-25,False,https://sankar.com/
CP0000079,P02855,Nykaa Fashion,522.58,2022-04-09,True,https://gour-mann.com/
CP0000080,P00127,Meesho,374.66,2022-07-18,True,http://www.ramaswamy-dalia.biz/
CP0000081,P01772,Flipkart Fashion,264.42,2022-02-13,True,https://www.dani-nayar.com/
CP0000082,P04607,Myntra,580.27,2023-07-13,True,http://gupta.biz/
CP0000083,P00188,Meesho,485.4,2022-09-11,True,https://www.sarraf.net/
CP0000084,P02380,Nykaa Fashion,3255.17,2023-05-16,True,https://sheth.com/
CP0000085,P00918,Flipkart Fashion,1796.61,2022-11-09,True,https://raghavan.com/
CP0000086,P01883,Flipkart Fashion,9156.58,2024-03-31,True,https://agrawal.com/
CP0000087,P03161,Amazon Fashion,9525.11,2024-02-22,True,http://www.borah.info/
CP0000088,P02466,Nykaa Fashion,6175.75,2023-05-23,True,https://www.bahri-iyer.com/
CP0000089,P01561,Amazon Fashion,9415.71,2024-04-01,False,https://www.manne.com/
CP0000090,P01443,Nykaa Fashion,573.57,2023-10-11,True,http://dugar.info/
CP0000091,P04197,Ajio,2203.28,2023-12-12,True,http://www.bansal.com/
CP0000092,P01780,Snapdeal Fashion,173.18,2023-12-23,True,https://www.rajagopalan.com/
CP0000093,P02007,Amazon Fashion,612.83,2022-07-12,True,https://chahal-master.info/
CP0000094,P01119,Myntra,5103.29,2024-03-09,False,http://chana.biz/
CP0000095,P01462,Flipkart Fashion,2115.18,2022-01-15,False,http://www.handa.com/
CP0000096,P02067,Meesho,6885.5,2023-04-22,True,http://www.chaudry.com/
CP0000097,P02501,Ajio,710.96,2024-08-27,True,http://chakrabarti.com/
CP0000098,P03717,Snapdeal Fashion,2227.62,2023-07-29,False,http://loke-sur.com/
CP0000099,P00856,Snapdeal Fashion,4030.45,2022-05-21,True,http://saini.biz/
CP0000100,P00270,Meesho,4373.05,2022-10-09,True,http://www.chawla-mukhopadhyay.info/
CP0000101,P00269,Flipkart Fashion,1263.2,2023-08-12,False,https://palan.com/
CP0000102,P01755,Meesho,1423.73,2022-06-06,True,http://hans.com/
CP0000103,P03434,Ajio,3899.15,2022-10-05,False,http://walia.com/
CP0000104,P00604,Myntra,2863.66,2024-08-30,True,https://char.info/
CP0000105,P04856,Ajio,1666.05,2023-03-28,False,http://www.kulkarni-chopra.com/
CP0000106,P02574,Ajio,1751.1,2024-05-04,True,http://www.luthra.com/
CP0000107,P00648,Meesho,1796.29,2022-07-11,True,https://www.mane.com/
CP0000108,P01259,Meesho,5319.44,2024-12-25,True,https://www.badal.com/
CP0000109,P02906,Flipkart Fashion,4012.75,2023-03-04,True,https://www.badal.org/
CP0000110,P01396,Amazon Fashion,3406.27,2023-01-26,True,https://www.baral.info/
CP0000111,P03181,Snapdeal Fashion,3618.32,2023-02-03,True,http://narain.net/
CP0000112,P01192,Nykaa Fashion,369.22,2024-03-07,True,http://www.shere.com/
CP0000113,P00801,Ajio,5183.29,2024-10-24,True,https://arya.com/
CP0000114,P01004,Myntra,4432.89,2023-10-13,True,http://pillai-date.net/
CP0000115,P01298,Myntra,8721.55,2022-10-11,True,https://www.balakrishnan.com/
CP0000116,P02774,Flipkart Fashion,1197.77,2024-10-18,False,https://www.sachdev.com/
CP0000117,P00684,Snapdeal Fashion,2947.57,2022-03-17,True,http://bains.com/
CP0000118,P02782,Meesho,1371.85,2024-11-01,True,https://konda.com/
CP0000119,P03107,Snapdeal Fashion,3223.0,2023-08-14,False,http://pathak.biz/
CP0000120,P00685,Myntra,2172.3,2024-01-28,True,http://loyal.org/
CP0000121,P03614,Meesho,6494.13,2023-10-22,True,http://www.khare-mitter.org/
CP0000122,P01489,Amazon Fashion,3714.58,2022-03-13,True,http://ramesh.net/
CP0000123,P03196,Flipkart Fashion,632.89,2022-03-07,True,http://www.puri.com/
CP0000124,P02558,Myntra,790.12,2023-11-27,True,http://sha.org/
CP0000125,P04866,Amazon Fashion,2660.4,2023-04-02,False,http://www.tella.com/
CP0000126,P00251,Ajio,1838.1,2024-03-04,True,http://arya.com/
CP0000127,P01919,Nykaa Fashion,2474.97,2023-10-13,True,https://www.mishra.com/
CP0000128,P01871,Nykaa Fashion,915.43,2023-06-12,True,http://vala.com/
CP0000129,P00605,Meesho,2112.24,2024-06-30,False,http://www.khalsa-chaudhari.com/
CP0000130,P00821,Ajio,1141.83,2024-12-19,True,https://gole-bhatt.com/
CP0000131,P03217,Myntra,13837.97,2023-08-10,True,https://misra.net/
CP0000132,P00766,Amazon Fashion,580.73,2024-04-22,True,http://wagle-kibe.net/
CP0000133,P00728,Flipkart Fashion,540.06,2024-02-14,True,http://rattan-kara.com/
CP0000134,P00801,Flipkart Fashion,3928.63,2022-11-12,True,http://pai.biz/
CP0000135,P01981,Flipkart Fashion,4389.6,2023-03-21,True,http://www.prabhu.info/
CP0000136,P03270,Myntra,856.65,2023-10-21,False,http://www.tata-rege.org/
CP0000137,P04638,Snapdeal Fashion,5552.69,2024-10-27,True,https://vaidya-dhar.com/
CP0000138,P01640,Flipkart Fashion,2829.18,2024-01-22,True,https://www.lata-tandon.com/
CP0000139,P01470,Flipkart Fashion,4864.79,2024-10-14,True,http://www.borra.com/
CP0000140,P04708,Meesho,5200.67,2023-02-13,True,http://grover.net/
CP0000141,P03463,Meesho,990.78,2022-06-13,True,http://www.sarna.net/
CP0000142,P03946,Meesho,2677.35,2024-02-08,True,http://www.guha.net/
CP0000143,P00885,Flipkart Fashion,1684.7,2024-11-06,True,https://www.bandi.com/
CP0000144,P01459,Amazon Fashion,1908.22,2022-02-19,True,http://garde.com/
CP0000145,P01382,Myntra,4224.37,2024-12-22,True,http://dhillon.info/
CP0000146,P01103,Amazon Fashion,6362.17,2023-05-13,True,https://balasubramanian.com/
CP0000147,P00794,Ajio,5208.39,2023-12-15,True,http://thaker-bajwa.com/
CP0000148,P04835,Snapdeal Fashion,2963.5,2022-12-01,True,http://www.ramanathan.com/
CP0000149,P04303,Snapdeal Fashion,8957.12,2022-07-13,True,http://mangat-bandi.com/
CP0000150,P01284,Amazon Fashion,3056.94,2024-06-09,True,https://www.kibe-rao.com/
CP0000151,P01955,Nykaa Fashion,8398.96,2024-11-03,True,https://bawa.com/
CP0000152,P04307,Nykaa Fashion,1352.41,2023-10-02,True,http://sem.com/
CP0000153,P01153,Flipkart Fashion,420.77,2024-09-23,True,https://www.issac.net/
CP0000154,P00613,Nykaa Fashion,10435.32,2024-04-25,True,http://www.balakrishnan.org/
CP0000155,P00373,Flipkart Fashion,1998.08,2024-09-20,False,http://www.chand.com/
CP0000156,P04579,Ajio,1064.94,2023-04-03,True,https://www.pandya-pandey.com/
CP0000157,P03181,Meesho,3449.61,2022-07-22,True,https://jhaveri-deep.org/
CP0000158,P02344,Myntra,7766.5,2023-08-23,True,https://www.karpe.biz/
CP0000159,P01800,Amazon Fashion,1755.6,2024-09-01,True,http://chada.com/
CP0000160,P01970,Snapdeal Fashion,263.77,2024-02-16,True,https://dhar.biz/
CP0000161,P04926,Flipkart Fashion,771.13,2023-07-11,False,https://www.thaman-taneja.info/
CP0000162,P03026,Snapdeal Fashion,3927.51,2022-04-27,True,http://www.ratti.org/
CP0000163,P03405,Snapdeal Fashion,1273.31,2022-06-09,True,https://www.kumar.com/
CP0000164,P01739,Flipkart Fashion,4178.59,2022-08-14,False,https://www.venkatesh-muni.com/
CP0000165,P00351,Nykaa Fashion,571.42,2023-08-02,False,http://www.mall.com/
CP0000166,P00115,Ajio,516.61,2022-02-28,True,https://www.samra.com/
CP0000167,P00094,Amazon Fashion,2241.39,2023-09-30,True,https://krishnamurthy.net/
CP0000168,P01224,Nykaa Fashion,2814.08,2022-12-19,True,http://ratti-nair.biz/
CP0000169,P02986,Amazon Fashion,6041.02,2022-05-20,True,https://www.chanda-lal.com/
CP0000170,P01017,Flipkart Fashion,8031.39,2023-01-21,True,https://www.din-chaudhry.com/
CP0000171,P02163,Nykaa Fashion,2577.43,2024-10-02,True,https://rege.com/
CP0000172,P03394,Nykaa Fashion,3283.86,2024-05-25,True,https://www.naik-ramanathan.com/
CP0000173,P04358,Flipkart Fashion,1652.19,2022-02-20,False,https://bhargava-bumb.com/
CP0000174,P00756,Snapdeal Fashion,882.43,2023-04-17,True,https://www.goswami.com/
CP0000175,P02930,Flipkart Fashion,3481.83,2023-06-25,False,https://mall.com/
CP0000176,P02655,Nykaa Fashion,2846.1,2023-03-23,True,http://mani.org/
CP0000177,P04355,Meesho,3305.49,2024-12-26,True,http://goswami.com/
CP0000178,P03472,Nykaa Fashion,7010.74,2022-10-19,True,https://choudhry.com/
CP0000179,P01441,Nykaa Fashion,2870.2,2024-01-16,True,http://www.lanka.com/
CP0000180,P00583,Meesho,522.9,2023-01-08,True,http://prabhakar.com/
CP0000181,P00698,Amazon Fashion,3928.45,2023-04-27,True,http://setty-krishnan.com/
CP0000182,P03244,Flipkart Fashion,3065.93,2022-02-12,True,http://www.saraf.com/
CP0000183,P01057,Myntra,3749.15,2023-01-26,True,http://reddy.com/
CP0000184,P01465,Flipkart Fashion,2592.92,2023-08-31,True,http://pai-suri.com/
CP0000185,P03481,Nykaa Fashion,7755.96,2024-04-03,True,https://www.bajwa.net/
CP0000186,P02024,Flipkart Fashion,9510.66,2024-11-24,True,https://comar-ratta.com/
CP0000187,P01829,Nykaa Fashion,2165.75,2023-01-08,True,http://www.varma.com/
CP0000188,P01396,Flipkart Fashion,3339.54,2022-04-07,True,http://srinivas.net/
CP0000189,P02679,Meesho,741.44,2023-12-02,True,https://varughese-chauhan.net/
CP0000190,P00080,Ajio,1999.94,2022-07-02,False,https://parsa.com/
CP0000191,P01778,Snapdeal Fashion,6963.76,2022-04-06,True,https://gole-madan.com/
CP0000192,P04726,Nykaa Fashion,3537.02,2022-09-30,True,http://khare.com/
CP0000193,P01757,Meesho,2204.81,2024-06-16,False,http://www.nayak.biz/
CP0000194,P00552,Snapdeal Fashion,3232.69,2024-06-06,True,https://www.kohli-thakur.com/
CP0000195,P02260,Snapdeal Fashion,734.96,2022-06-27,True,https://wason.com/
CP0000196,P04793,Myntra,356.89,2024-12-29,True,http://www.chanda.com/
CP0000197,P01996,Ajio,3823.36,2023-07-08,True,http://pandey.com/
CP0000198,P03782,Amazon Fashion,1764.16,2023-11-27,True,http://www.khurana.com/
CP0000199,P02094,Nykaa Fashion,883.16,2023-03-07,False,http://www.issac-nanda.net/
CP0000200,P03381,Snapdeal Fashion,5518.28,2024-11-24,False,http://www.bhat.info/
CP0000201,P03817,Amazon Fashion,7187.5,2022-10-13,True,https://www.rai.com/
CP0000202,P03382,Myntra,8942.4,2024-02-14,True,https://de.com/
CP0000203,P03456,Snapdeal Fashion,577.85,2023-08-28,False,http://www.toor.com/
CP0000204,P03655,Snapdeal Fashion,1933.31,2023-04-03,True,http://yadav.org/
CP0000205,P01148,Snapdeal Fashion,3997.77,2023-05-02,True,http://www.talwar-wadhwa.com/
CP0000206,P00443,Ajio,4950.28,2024-10-05,True,http://www.wagle.info/
CP0000207,P00545,Snapdeal Fashion,2250.35,2022-03-28,True,https://varughese.info/
CP0000208,P00442,Snapdeal Fashion,3992.94,2023-03-15,True,https://www.raja.org/
CP0000209,P01647,Snapdeal Fashion,433.27,2022-05-08,True,http://ramesh.net/
CP0000210,P02039,Ajio,5241.84,2024-07-25,True,https://barad.com/
CP0000211,P02663,Snapdeal Fashion,1673.4,2023-11-21,True,https://brahmbhatt.com/
CP0000212,P03932,Ajio,2326.04,2023-09-26,True,http://www.bava.info/
CP0000213,P01679,Myntra,4003.8,2023-12-16,True,http://www.koshy.com/
CP0000214,P01145,Nykaa Fashion,1088.3,2022-01-23,True,https://nazareth.org/
CP0000215,P02654,Flipkart Fashion,5109.44,2023-09-02,False,http://sanghvi.com/
CP0000216,P00638,Myntra,2769.44,2023-04-18,True,https://sahni-ben.com/
CP0000217,P00034,Meesho,8404.22,2024-09-14,True,https://kulkarni.com/
CP0000218,P03275,Meesho,10548.71,2022-07-31,True,https://www.shukla.info/
CP0000219,P03802,Meesho,4131.8,2022-04-29,True,https://www.chaudhuri.org/
CP0000220,P01087,Nykaa Fashion,3625.64,2022-10-14,True,http://www.mann.com/
CP0000221,P02103,Nykaa Fashion,6839.64,2022-08-23,False,https://chatterjee.net/
CP0000222,P03819,Flipkart Fashion,2751.51,2024-03-01,False,https://kala-narayanan.com/
CP0000223,P04312,Amazon Fashion,2146.12,2024-10-17,True,http://www.jani.com/
CP0000224,P03798,Meesho,705.24,2023-08-17,True,http://gara.net/
CP0000225,P00961,Myntra,6105.12,2024-05-02,True,http://www.prabhu.com/
CP0000226,P01986,Nykaa Fashion,3753.62,2023-09-01,True,http://tripathi.net/
CP0000227,P01575,Nykaa Fashion,838.26,2023-07-01,True,http://www.chhabra.info/
CP0000228,P02225,Nykaa Fashion,4742.4,2022-05-01,False,http://www.kumer-sahni.info/
CP0000229,P00090,Myntra,4934.62,2024-01-07,True,http://www.pathak-vora.biz/
CP0000230,P03373,Flipkart Fashion,2352.12,2024-10-09,False,https://butala-kapadia.info/
CP0000231,P03309,Nykaa Fashion,2693.89,2023-01-30,False,https://halder.com/
CP0000232,P03740,Nykaa Fashion,503.17,2024-12-27,True,http://dora.com/
CP0000233,P02998,Flipkart Fashion,1252.78,2024-03-05,True,http://www.hans.com/
CP0000234,P04052,Amazon Fashion,1187.44,2023-10-23,True,http://www.salvi-dutta.com/
CP0000235,P00938,Snapdeal Fashion,3325.64,2023-01-05,False,http://kapur.net/
CP0000236,P03917,Ajio,490.46,2022-11-03,True,http://www.padmanabhan-karnik.biz/
CP0000237,P02902,Snapdeal Fashion,273.48,2023-01-30,True,http://www.uppal.info/
CP0000238,P03297,Meesho,534.97,2024-09-05,False,https://www.date.org/
CP0000239,P02279,Flipkart Fashion,3903.31,2022-02-05,False,http://sehgal.com/
CP0000240,P01614,Flipkart Fashion,3268.87,2022-06-20,True,http://kothari-badami.com/
CP0000241,P00223,Snapdeal Fashion,1138.62,2023-09-29,True,http://narasimhan.net/
CP0000242,P00344,Snapdeal Fashion,4098.06,2024-12-24,True,http://bali.com/
CP0000243,P04572,Snapdeal Fashion,809.18,2024-10-05,False,https://hayer-karpe.info/
CP0000244,P00338,Ajio,349.11,2022-01-10,True,http://www.rastogi.com/
CP0000245,P01835,Flipkart Fashion,672.32,2022-05-22,True,http://www.saraf-mistry.info/
CP0000246,P04676,Flipkart Fashion,5304.68,2024-02-21,False,http://konda.com/
CP0000247,P00123,Amazon Fashion,3064.71,2024-02-03,True,http://bora.net/
CP0000248,P02050,Myntra,3824.36,2023-08-01,True,https://subramaniam.com/
CP0000249,P02554,Nykaa Fashion,654.61,2024-08-26,True,http://www.oommen.com/
CP0000250,P02837,Amazon Fashion,2209.64,2024-03-20,True,http://www.maharaj.com/
CP0000251,P01217,Snapdeal Fashion,4974.08,2022-07-09,True,http://www.handa.com/
CP0000252,P02586,Nykaa Fashion,2997.59,2022-05-31,True,http://gour.com/
CP0000253,P00302,Meesho,3130.43,2024-06-30,True,http://www.dayal-maharaj.com/
CP0000254,P02290,Meesho,2120.31,2024-07-18,True,http://www.bera.com/
CP0000255,P04388,Amazon Fashion,7480.95,2024-05-17,True,https://shenoy-ahuja.org/
CP0000256,P02049,Myntra,9428.04,2022-03-03,False,http://kamdar-lanka.com/
CP0000257,P01677,Nykaa Fashion,2550.71,2024-06-27,True,https://www.mannan.biz/
CP0000258,P02383,Meesho,698.32,2023-05-24,True,http://www.dar.biz/
CP0000259,P00273,Meesho,3345.76,2023-07-12,True,https://sami-krishnamurthy.biz/
CP0000260,P02266,Myntra,736.75,2023-10-20,True,https://www.singh.biz/
CP0000261,P03097,Snapdeal Fashion,1621.04,2023-05-20,False,https://oak-rajagopal.com/
CP0000262,P00296,Meesho,4132.43,2023-05-15,True,https://mutti.org/
CP0000263,P00690,Nykaa Fashion,10750.54,2022-02-25,False,https://www.zachariah-lal.info/
CP0000264,P01058,Myntra,3827.68,2024-10-26,False,http://sampath.com/
CP0000265,P04598,Amazon Fashion,639.55,2024-05-06,True,http://kale.org/
CP0000266,P03427,Amazon Fashion,9873.09,2023-07-25,True,https://www.raja.com/
CP0000267,P01372,Myntra,2645.5,2023-10-01,True,https://chhabra.net/
CP0000268,P02653,Ajio,4758.91,2022-02-12,False,https://www.soni.net/
CP0000269,P01962,Nykaa Fashion,4826.88,2022-02-28,True,https://keer.com/
CP0000270,P03946,Amazon Fashion,2808.26,2024-05-24,True,https://kara.com/
CP0000271,P02644,Flipkart Fashion,1362.34,2022-09-03,True,https://virk.org/
CP0000272,P00850,Amazon Fashion,3289.29,2024-11-13,True,https://www.pandey-bobal.info/
CP0000273,P02304,Meesho,539.43,2023-12-22,False,http://www.shroff.biz/
CP0000274,P03939,Flipkart Fashion,3133.76,2023-09-10,True,http://chandra.biz/
CP0000275,P02006,Amazon Fashion,2323.89,2022-07-21,True,http://www.lalla.com/
CP0000276,P00509,Nykaa Fashion,1567.03,2022-05-19,True,http://mammen.biz/
CP0000277,P02533,Flipkart Fashion,421.39,2022-10-30,True,http://dhillon.com/
CP0000278,P03241,Flipkart Fashion,6859.9,2024-03-30,False,https://reddy.biz/
CP0000279,P03470,Nykaa Fashion,101.75,2023-04-15,True,https://bhatti.com/
CP0000280,P03243,Snapdeal Fashion,6752.01,2022-03-07,False,https://shere-sunder.com/
CP0000281,P04782,Amazon Fashion,5094.48,2024-03-21,True,https://www.ghosh-dugar.biz/
CP0000282,P03217,Amazon Fashion,14244.57,2023-04-04,True,https://www.mander.com/
CP0000283,P04668,Nykaa Fashion,3274.58,2022-09-22,True,https://www.nayak.com/
CP0000284,P00386,Ajio,5144.87,2024-05-30,True,https://www.konda.com/
CP0000285,P01667,Flipkart Fashion,9460.34,2023-07-16,True,http://www.murty-kara.biz/
CP0000286,P03983,Amazon Fashion,826.07,2022-06-03,True,https://basu.info/
CP0000287,P04503,Flipkart Fashion,2366.13,2023-10-15,True,http://www.dalia-dhar.com/
CP0000288,P01459,Snapdeal Fashion,1909.41,2024-01-17,True,https://narang.net/
CP0000289,P00643,Amazon Fashion,8899.04,2024-07-01,True,http://dalal.com/
CP0000290,P00914,Myntra,2184.87,2023-05-16,True,http://www.master-pai.com/
CP0000291,P03694,Flipkart Fashion,3635.04,2023-10-17,True,http://www.maharaj-dalal.com/
CP0000292,P03849,Ajio,5266.69,2022-07-14,True,http://www.prashad.org/
CP0000293,P01447,Snapdeal Fashion,211.92,2022-02-21,True,https://www.sibal.org/
CP0000294,P02575,Flipkart Fashion,4042.68,2024-09-18,True,http://www.lala.com/
CP0000295,P01511,Myntra,2600.72,2022-06-03,False,http://chand.com/
CP0000296,P01720,Amazon Fashion,3446.91,2022-12-22,True,http://www.mangat.com/
CP0000297,P00366,Snapdeal Fashion,4638.64,2024-10-30,True,http://www.venkatesh.org/
CP0000298,P03862,Nykaa Fashion,1725.36,2023-01-04,True,http://www.bansal.com/
CP0000299,P03199,Amazon Fashion,210.52,2022-01-25,True,http://www.nayak.net/
CP0000300,P04574,Amazon Fashion,1180.21,2024-06-14,True,https://sachdev-sawhney.org/
CP0000301,P04321,Nykaa Fashion,389.86,2022-12-05,True,http://sidhu.info/
CP0000302,P04404,Meesho,13515.79,2022-07-29,True,https://www.dyal-tara.com/
CP0000303,P00567,Amazon Fashion,5195.09,2024-09-15,False,http://www.suri.com/
CP0000304,P04630,Snapdeal Fashion,165.45,2022-08-19,True,https://www.malhotra-mukhopadhyay.net/
CP0000305,P04593,Ajio,3801.93,2023-05-23,False,https://www.kanda.com/
CP0000306,P00383,Nykaa Fashion,5028.19,2023-10-08,True,https://gole-nayar.info/
CP0000307,P04907,Ajio,4057.09,2023-02-07,True,https://baria.net/
CP0000308,P04778,Flipkart Fashion,2335.3,2023-10-09,True,https://thaman.net/
CP0000309,P03818,Flipkart Fashion,4839.38,2023-09-27,True,http://www.savant.biz/
CP0000310,P00082,Amazon Fashion,5395.4,2023-01-27,True,https://www.misra.com/
CP0000311,P04009,Nykaa Fashion,2407.48,2023-07-26,False,https://sharma-krishna.org/
CP0000312,P02117,Ajio,10182.27,2022-11-23,True,https://chahal.com/
CP0000313,P01018,Ajio,2994.0,2024-03-30,True,http://dar.com/
CP0000314,P02919,Meesho,5307.72,2023-11-08,True,http://www.sidhu.com/
CP0000315,P01241,Amazon Fashion,2394.57,2024-04-29,True,https://sehgal.net/
CP0000316,P00687,Amazon Fashion,4187.33,2024-01-24,True,https://khosla.com/
CP0000317,P03865,Meesho,407.22,2023-10-19,False,http://www.nadig.com/
CP0000318,P00811,Amazon Fashion,3032.14,2023-11-03,False,http://acharya.biz/
CP0000319,P00220,Snapdeal Fashion,2264.33,2024-08-21,True,https://www.jaggi.com/
CP0000320,P00118,Myntra,14497.41,2023-06-13,True,http://chawla.biz/
CP0000321,P02140,Meesho,2225.79,2024-10-10,True,https://www.parmer-borra.com/
CP0000322,P02466,Snapdeal Fashion,5219.99,2022-10-15,True,http://www.sheth-gara.biz/
CP0000323,P00545,Myntra,1949.55,2022-01-12,False,http://subramaniam-narasimhan.com/
